field,ID,RA,DEC,z_peak,z_a,z_ml,Prob_gt_6,bin_z,F090W_flux,F090W_err,F115W_flux,F115W_err,F150W_flux,F150W_err,F200W_flux,F200W_err,F277W_flux,F277W_err,F356W_flux,F356W_err,F444W_flux,F444W_err,A_arcsec,B_arcsec,R_KRON_U,FWHM_arcsec,GINI,clean_phot_bands,size_usable,F444W_SNR,F356W_SNR
GOODS-S,120210,53.171055,-27.787731,7.070000171661377,7.070000171661377,7.06908655166626,0.9999999403953552,6-8,1.9069,1.2671,27.6526,1.7215,21.4320,1.4395,19.7105,1.5198,23.1215,1.2630,24.3376,1.0169,19.4627,1.1538,0.0720,0.0699,1.4000,0.1672,0.6432,7,1,16.87,23.93
GOODS-S,120245,53.163155,-27.787737,8.050000190734863,8.050000190734863,8.047490119934082,0.9999912977218628,8-10,0.4167,2.3824,6.9054,1.7403,5.7649,1.8371,4.4610,1.8261,2.3784,1.5385,3.0557,1.9584,5.4354,2.0177,0.0949,0.0804,1.4000,0.2071,0.5000,7,1,2.69,1.56
GOODS-S,120404,53.20284,-27.787514,7.0,7.0,6.9973578453063965,1.0,6-8,3.9088,1.8768,8.4170,1.4839,7.9627,1.4322,6.1453,1.3263,6.3508,0.8151,7.2176,0.9085,9.8673,1.0519,0.0649,0.0618,1.4000,0.1492,0.5722,7,1,9.38,7.94
GOODS-S,120435,53.163177,-27.787537,7.320000171661377,7.320000171661377,7.3156023025512695,0.9999833703041077,6-8,-0.7038,2.2647,5.5775,1.6744,2.1552,1.8552,3.5003,1.8079,0.3777,1.5881,0.3192,2.0063,2.2251,2.0348,0.0972,0.0903,1.4000,0.2209,0.4114,7,1,1.09,0.16
GOODS-S,120504,53.137405,-27.787464,6.510000228881836,6.510000228881836,6.5074920654296875,0.9655545949935913,6-8,3.1658,2.1966,3.3671,1.7598,6.3452,1.6406,2.8317,1.3838,4.5024,0.8152,4.5142,0.8530,3.6244,1.0907,0.0660,0.0600,1.4000,0.1485,0.5879,7,1,3.32,5.29
GOODS-S,120640,53.117474,-27.78731,6.650000095367432,6.650000095367432,6.64924430847168,1.0,6-8,5.2950,1.6515,13.4604,1.5470,13.9273,1.4980,12.0836,1.4511,11.8393,1.1010,17.4195,1.0758,10.5888,1.6550,0.0796,0.0708,1.4000,0.1774,0.6631,7,1,6.40,16.19
GOODS-S,120679,53.123024,-27.787271,7.539999961853027,7.539999961853027,7.53746223449707,0.9999926686286926,6-8,1.9063,1.8857,7.0857,1.5508,8.5774,1.9135,6.7908,1.7919,5.0781,1.3989,4.9770,1.3053,5.7458,1.5755,0.0938,0.0710,1.4000,0.1959,0.4905,7,1,3.65,3.81
GOODS-S,120832,53.09651,-27.787098,6.619999885559082,6.619999885559082,6.615294933319092,1.0,6-8,18.2062,3.6782,31.0762,2.7951,48.9372,3.1354,39.2628,2.9758,52.2032,2.2372,71.3327,1.9486,53.2190,2.7428,0.0973,0.0845,1.4000,0.2146,0.6545,7,1,19.40,36.61
GOODS-S,120919,53.152344,-27.786997,6.900000095367432,6.900000095367432,6.896815776824951,0.9986220598220825,6-8,2.7830,2.5929,3.8537,2.0309,4.8013,2.0647,2.7966,2.4813,3.6723,1.4425,6.5339,1.5497,6.2581,1.8457,0.0995,0.0635,1.4000,0.1965,0.4382,7,1,3.39,4.22
GOODS-S,121003,53.18392,-27.78691,8.880000114440918,8.880000114440918,8.872672080993652,1.0,8-10,1.8062,2.1072,4.2635,1.8297,4.3558,1.8636,6.4232,1.7215,5.2330,0.9890,4.8377,1.0376,21.2470,1.4114,0.0716,0.0646,1.4000,0.1605,0.6582,7,1,15.05,4.66
GOODS-S,121233,53.127186,-27.786644,6.980000019073486,6.980000019073486,6.983470916748047,0.9999998807907104,6-8,3.9188,1.6862,38.1685,1.4913,36.7223,1.3972,33.4226,1.3900,32.3272,1.0042,55.3644,1.0433,49.7494,1.3958,0.0933,0.0790,1.4000,0.2036,0.7769,7,1,35.64,53.06
GOODS-S,121270,53.155327,-27.78666,8.890000343322754,8.890000343322754,8.888697624206543,0.9992813467979431,8-10,-3.1679,2.3077,0.9809,1.6632,2.8683,1.9490,1.4668,1.9692,3.7457,1.1724,1.3286,1.2337,4.0855,1.4384,0.0795,0.0530,1.4000,0.1590,0.4891,7,1,2.84,1.08
GOODS-S,121324,53.142944,-27.78659,6.889999866485596,6.889999866485596,6.887352466583252,1.0,6-8,2.9572,2.5717,9.2981,2.3292,8.1173,2.5325,4.5326,2.7081,7.7218,1.3882,17.1250,1.4360,11.7204,1.7363,0.0902,0.0716,1.4000,0.1918,0.5790,7,1,6.75,11.93
GOODS-S,121568,53.130417,-27.786339,6.940000057220459,6.940000057220459,6.937277793884277,0.9981749057769775,6-8,2.3015,1.5799,1.2071,1.5294,3.7960,1.3829,2.4723,1.2078,3.0902,0.7109,3.6217,0.7590,3.9803,0.8930,0.0618,0.0596,1.4000,0.1431,0.5923,7,1,4.46,4.77
GOODS-S,121710,53.126896,-27.786152,7.909999847412109,7.909999847412109,7.911957740783691,1.0,6-8,0.0115,1.2535,6.9852,1.1066,9.1002,1.0550,14.1674,0.9978,27.5585,0.7076,123.8230,0.7656,255.8118,1.0331,0.0713,0.0702,1.4000,0.1666,0.8315,7,1,247.61,161.73
GOODS-S,122132,53.169968,-27.7858,7.599999904632568,7.599999904632568,7.5960798263549805,0.9999035596847534,6-8,-0.6984,1.4515,7.3827,3.3956,9.0128,2.2573,6.0473,1.8420,5.2781,1.6065,9.4869,1.4063,9.6204,1.5263,0.0784,0.0687,1.4000,0.1736,0.5349,7,1,6.30,6.75
GOODS-S,122150,53.1883,-27.785788,7.300000190734863,7.300000190734863,7.300539970397949,0.9999526143074036,6-8,6.5697,2.5825,3.7906,2.7006,1.7548,2.2373,5.2159,2.1829,2.7840,1.1489,0.7859,1.1634,0.8884,1.3761,0.0820,0.0734,1.4000,0.1833,0.4225,7,1,0.65,0.68
GOODS-S,122153,53.13219,-27.785784,7.320000171661377,7.320000171661377,7.320912837982178,0.9999999403953552,6-8,-2.8592,1.7327,7.4391,1.5741,7.6082,1.5230,5.6196,1.2861,8.9862,0.8384,10.7530,0.8572,16.5673,0.9837,0.0662,0.0649,1.4000,0.1544,0.6276,7,1,16.84,12.54
GOODS-S,122289,53.12439,-27.785666,7.349999904632568,7.349999904632568,7.350689888000488,0.993170440196991,6-8,-0.6574,1.2943,1.2268,1.1067,1.7527,1.2143,1.2173,1.1369,1.4996,0.8853,2.0955,0.8470,3.7837,1.0405,0.0608,0.0502,1.4000,0.1313,0.4794,7,1,3.64,2.47
GOODS-S,122329,53.208458,-27.785576,8.510000228881836,8.510000228881836,8.504900932312012,1.0000001192092896,8-10,-3.7189,2.5624,5.4274,2.5977,6.8491,2.3336,4.5929,2.0142,8.7091,2.0039,8.4185,1.3882,11.7390,1.7748,0.0898,0.0752,1.4000,0.1951,0.5322,7,1,6.61,6.06
GOODS-S,122436,53.1617,-27.785395,7.289999961853027,7.289999961853027,7.286493301391602,1.0,6-8,-2.1094,1.9433,63.3619,1.7074,77.4350,1.8343,78.3557,1.8768,91.6388,1.5144,105.0802,1.9219,164.5207,2.0354,0.1106,0.0883,1.4000,0.2357,0.8153,7,1,80.83,54.67
GOODS-S,122575,53.125893,-27.785347,6.579999923706055,6.579999923706055,6.575992584228516,1.0,6-8,1.9064,1.5653,5.7885,1.2679,2.8869,1.3347,4.4546,1.2756,6.0217,0.8892,12.5625,0.8918,8.2651,1.2008,0.0796,0.0685,1.4000,0.1749,0.6372,7,1,6.88,14.09
GOODS-S,122830,53.200096,-27.785048,6.139999866485596,6.139999866485596,6.143984317779541,0.9997671842575073,6-8,2.7177,2.2927,7.3421,2.0307,6.7089,1.9386,2.2245,1.7704,6.3598,1.1373,10.2029,1.1194,8.3699,1.4195,0.0856,0.0711,1.4000,0.1853,0.5957,7,1,5.90,9.11
GOODS-S,123020,53.199883,-27.784834,6.150000095367432,6.150000095367432,6.145526885986328,0.9999909996986389,6-8,8.3120,1.8698,6.3822,1.5434,10.3224,1.5206,5.6857,1.4456,7.6797,0.8949,12.8347,0.8882,10.6317,1.1546,0.0723,0.0677,1.4000,0.1649,0.6603,7,1,9.21,14.45
GOODS-S,123108,53.1777,-27.784777,8.84000015258789,8.84000015258789,8.843263626098633,1.0,8-10,-0.5167,1.7884,4.3281,1.5356,7.9033,1.6464,7.9685,1.4781,6.6750,1.2068,5.2221,1.4612,9.0822,1.7207,0.0750,0.0701,1.4000,0.1710,0.5764,7,1,5.28,3.57
GOODS-S,123210,53.173332,-27.78465,6.650000095367432,6.650000095367432,6.652753829956055,0.9999999403953552,6-8,8.9498,1.5872,18.1321,3.0740,18.6938,2.0683,14.6040,1.9439,13.0630,1.4755,14.8201,1.4776,11.6714,1.7731,0.0748,0.0673,1.4000,0.1675,0.6688,7,1,6.58,10.03
GOODS-S,123277,53.172676,-27.784548,6.659999847412109,6.659999847412109,6.664000511169434,0.9999904036521912,6-8,1.7967,1.6144,6.2645,3.3489,5.1243,2.1805,1.8514,1.9542,6.0842,1.5472,8.7503,1.4568,7.3065,1.7062,0.0755,0.0725,1.4000,0.1743,0.5403,7,1,4.28,6.01
GOODS-S,123286,53.199276,-27.784527,7.260000228881836,7.260000228881836,7.257323265075684,0.9999994039535522,6-8,0.0078,2.1010,8.2435,1.6575,4.2117,1.7415,5.2196,1.6474,2.1406,1.0149,3.5657,0.9710,3.6848,1.2315,0.0804,0.0734,1.4000,0.1814,0.5028,7,1,2.99,3.67
GOODS-S,123437,53.20386,-27.78433,6.960000038146973,6.960000038146973,6.95957612991333,0.9967030882835388,6-8,3.8258,1.0903,5.1901,0.9029,4.1931,0.9100,4.6211,0.9987,4.8800,0.6419,4.8900,0.7594,3.9309,0.9432,0.0677,0.0654,1.4000,0.1567,0.5819,7,1,4.17,6.44
GOODS-S,123473,53.19961,-27.78432,7.070000171661377,7.070000171661377,7.067891597747803,0.9720425009727478,6-8,0.0333,1.8323,1.3726,1.4090,0.5156,1.4757,0.5535,1.4369,0.8579,0.8483,1.4381,0.8484,1.5132,1.0890,0.0714,0.0601,1.4000,0.1554,0.4651,7,1,1.39,1.70
GOODS-S,123877,53.159092,-27.783743,7.300000190734863,7.300000190734863,7.298435688018799,1.0,6-8,-1.8857,1.4104,2.4690,1.2217,2.3061,1.1869,0.9082,1.2007,2.5015,0.9109,2.1377,1.0666,3.5129,1.2412,0.0750,0.0648,1.4000,0.1651,0.6001,7,1,2.83,2.00
GOODS-S,124007,53.135498,-27.78357,7.940000057220459,7.940000057220459,7.939650058746338,0.9970198273658752,6-8,-4.7791,3.3318,4.7227,4.2001,6.4380,5.0259,3.1266,3.1470,5.8983,2.2513,6.6327,2.3478,3.3033,2.3478,0.1251,0.0849,1.4000,0.2517,0.4646,7,1,1.41,2.83
GOODS-S,124040,53.12924,-27.783522,6.639999866485596,6.639999866485596,6.63755989074707,1.0,6-8,6.9299,2.3105,16.1814,2.2833,12.9982,2.1995,13.2947,1.7057,13.7873,0.9918,21.3978,1.0012,16.9911,1.2168,0.0739,0.0685,1.4000,0.1678,0.6817,7,1,13.96,21.37
GOODS-S,124078,53.13492,-27.783491,7.829999923706055,7.829999923706055,7.830211639404297,0.9902832508087158,6-8,0.3476,2.6254,2.7409,3.0029,0.8842,3.4350,5.0104,2.2276,2.1074,1.5848,5.4719,1.6092,2.5262,1.7242,0.0929,0.0673,1.4000,0.1911,0.5335,7,1,1.47,3.40
GOODS-S,124182,53.1393,-27.78337,7.309999942779541,7.309999942779541,7.3060994148254395,1.0,6-8,-1.9702,2.8093,4.3501,1.9157,0.1497,2.4209,5.7685,2.3663,3.6256,1.0132,2.6931,1.0126,7.7116,1.3341,0.0780,0.0657,1.4000,0.1697,0.6038,7,1,5.78,2.66
GOODS-S,124187,53.13939,-27.78334,7.289999961853027,7.289999961853027,7.287614822387695,1.0000001192092896,6-8,1.0508,2.8012,4.1654,1.9063,5.9409,2.4226,10.2418,2.3546,6.2763,1.0066,8.3881,0.9960,10.0726,1.3136,0.0779,0.0705,1.4000,0.1750,0.6301,7,1,7.67,8.42
GOODS-S,124327,53.17279,-27.783146,7.309999942779541,7.309999942779541,7.31373405456543,0.9999998807907104,6-8,-4.3298,1.4858,3.6720,1.5185,2.6868,1.4473,3.8815,1.5075,4.2879,1.1519,8.8978,1.1984,19.9460,1.4332,0.0671,0.0634,1.4000,0.1537,0.6115,7,1,13.92,7.42
GOODS-S,124356,53.20858,-27.783094,9.869999885559082,9.869999885559082,9.606971740722656,0.9995787739753723,8-10,0.4036,1.4423,-2.3472,1.4091,4.4544,1.4685,3.4606,1.3040,1.8069,1.1448,2.0798,1.0470,1.8181,1.3900,0.0827,0.0651,1.4000,0.1752,0.4270,7,1,1.31,1.99
GOODS-S,124625,53.139183,-27.78273,10.850000381469727,10.850000381469727,10.844459533691406,0.9999980926513672,10-15,-1.4503,2.7411,0.0203,1.8372,2.6723,2.3676,4.6734,2.3146,4.3280,0.9976,3.1863,0.9806,4.7835,1.3058,0.0758,0.0606,1.4000,0.1616,0.4842,7,1,3.66,3.25
GOODS-S,124679,53.071774,-27.782667,7.240000247955322,7.240000247955322,7.2375335693359375,0.9999999403953552,6-8,0.3450,5.3575,38.9657,2.5370,34.8935,2.3098,30.2501,3.8103,29.8452,2.3832,30.5149,1.8189,50.3340,2.7368,0.0996,0.0726,1.4000,0.2051,0.6514,7,1,18.39,16.78
GOODS-S,124769,53.128166,-27.782549,7.460000038146973,7.460000038146973,7.458420276641846,1.0000001192092896,6-8,0.4039,1.5306,6.3154,1.4563,7.3268,1.5323,4.9385,1.2245,3.9300,0.7641,6.5038,0.9067,5.7089,1.1310,0.0652,0.0551,1.4000,0.1421,0.5593,7,1,5.05,7.17
GOODS-S,124776,53.186844,-27.78252,6.690000057220459,6.690000057220459,6.690831184387207,0.9997678995132446,6-8,6.7320,2.9064,5.8648,2.2410,7.8787,2.6840,7.6682,3.0904,10.5036,1.5053,12.2578,1.5121,9.2904,1.8452,0.0947,0.0777,1.4000,0.2040,0.5624,7,1,5.03,8.11
GOODS-S,124823,53.19751,-27.78246,8.989999771118164,8.989999771118164,8.988649368286133,1.0,8-10,-2.7358,1.4603,3.9887,1.2626,5.5765,1.2666,8.4125,1.3061,7.5100,0.7976,10.3814,0.7575,14.6247,0.9161,0.0752,0.0691,1.4000,0.1700,0.6130,7,1,15.96,13.70
GOODS-S,124843,53.16492,-27.782425,6.720000267028809,6.720000267028809,6.718799591064453,1.0,6-8,13.2002,1.8273,27.2974,3.7836,23.9783,2.6306,21.6621,1.7658,24.5697,1.4759,36.5368,1.7738,17.9373,2.0268,0.0913,0.0748,1.4000,0.1966,0.6338,7,1,8.85,20.60
GOODS-S,124879,53.198418,-27.782389,6.610000133514404,6.610000133514404,6.610795497894287,0.9853668808937073,6-8,1.3779,1.3553,3.8446,1.1989,4.0084,1.2346,4.1616,1.2646,3.2589,0.7230,3.8168,0.7261,2.3365,0.9109,0.0703,0.0653,1.4000,0.1597,0.5325,7,1,2.57,5.26
GOODS-S,124931,53.180695,-27.782356,6.760000228881836,6.760000228881836,6.7639946937561035,0.9999991059303284,6-8,-1.5818,2.1917,4.6674,1.6542,9.1087,1.9045,1.8000,1.7419,3.9946,1.4891,7.4466,1.6262,5.4529,2.0068,0.0948,0.0762,1.4000,0.2026,0.4874,7,1,2.72,4.58
GOODS-S,124944,53.171673,-27.782337,7.050000190734863,7.050000190734863,7.051877021789551,0.9999996423721313,6-8,1.6004,1.2868,4.3396,1.1393,0.2092,1.2004,2.3582,1.1537,2.2555,1.0071,4.3083,1.0203,7.2371,1.1882,0.0599,0.0565,1.4000,0.1371,0.4968,7,1,6.09,4.22
GOODS-S,124958,53.178917,-27.782291,7.260000228881836,7.260000228881836,7.2613372802734375,1.0,6-8,-1.7182,2.0219,4.9107,1.5509,4.7226,1.8004,2.6612,1.7014,6.7602,1.3918,4.9104,1.5808,10.1923,1.9277,0.0884,0.0728,1.4000,0.1908,0.5244,7,1,5.29,3.11
GOODS-S,125026,53.206455,-27.782183,7.389999866485596,7.389999866485596,7.39227294921875,1.0000001192092896,6-8,0.1812,0.9886,7.4439,1.0337,6.7949,1.0990,6.1075,1.0700,4.8429,0.6968,5.8095,0.6362,7.4520,0.8125,0.0642,0.0621,1.4000,0.1487,0.6281,7,1,9.17,9.13
GOODS-S,125061,53.11202,-27.78218,10.319999694824219,10.319999694824219,10.29082202911377,1.0000001192092896,10-15,0.3572,3.8264,-0.9956,2.8890,7.6147,2.9719,8.6795,3.0784,14.0384,2.3788,20.9062,1.9682,46.7961,2.3600,0.0668,0.0643,1.4000,0.1544,0.6471,7,1,19.83,10.62
GOODS-S,125087,53.12712,-27.782103,6.670000076293945,6.670000076293945,6.665738105773926,1.0,6-8,1.3338,1.9630,10.7109,1.6620,11.7839,1.5634,11.4521,1.4411,12.2634,0.9428,23.5613,1.1550,16.1134,1.3344,0.0821,0.0716,1.4000,0.1814,0.6520,7,1,12.08,20.40
GOODS-S,125150,53.176697,-27.782017,7.269999980926514,7.269999980926514,7.270604133605957,1.0,6-8,-3.0725,2.0603,7.6051,1.7091,9.3020,1.8676,10.6749,1.8176,13.3967,1.4248,14.0310,1.6752,23.2202,2.0274,0.0898,0.0731,1.4000,0.1928,0.6592,7,1,11.45,8.38
GOODS-S,125168,53.121933,-27.782019,6.980000019073486,6.980000019073486,6.974442481994629,0.999448299407959,6-8,3.1689,1.7977,5.0017,1.5426,7.7476,1.5406,4.6497,1.4318,4.9348,0.9571,3.4887,0.9572,5.3461,1.1615,0.0697,0.0649,1.4000,0.1586,0.5881,7,1,4.60,3.64
GOODS-S,125246,53.138046,-27.781868,7.269999980926514,7.269999980926514,7.268763542175293,1.0,6-8,-2.4049,2.5128,17.4813,1.8797,17.7688,2.0088,16.1911,2.0012,13.2624,1.2237,15.2766,1.1930,23.8019,1.5288,0.0904,0.0741,1.4000,0.1947,0.6143,7,1,15.57,12.80
GOODS-S,125318,53.129124,-27.781818,6.809999942779541,6.809999942779541,6.807190418243408,0.9904285669326782,6-8,3.4876,2.5336,7.4210,2.4903,4.6276,2.6671,0.8575,2.0646,3.7270,1.1943,2.4649,1.2787,1.4600,1.6972,0.0840,0.0667,1.4000,0.1786,0.4341,7,1,0.86,1.93
GOODS-S,125422,53.12681,-27.781622,6.680000305175781,6.680000305175781,6.682802677154541,0.9932496547698975,6-8,2.2824,1.9782,5.2554,1.6113,6.5059,1.4561,3.3200,1.3554,4.4842,0.8936,6.1786,1.1189,5.4946,1.2873,0.0787,0.0668,1.4000,0.1718,0.5015,7,1,4.27,5.52
GOODS-S,125432,53.18844,-27.781578,7.53000020980835,7.53000020980835,7.530776500701904,1.0,6-8,2.4812,2.7682,3.8645,2.1683,4.8308,2.1595,6.6600,1.9574,3.3957,1.0008,2.7834,1.1213,4.8250,1.4010,0.0717,0.0621,1.4000,0.1580,0.4941,7,1,3.44,2.48
GOODS-S,125433,53.176876,-27.781555,7.170000076293945,7.170000076293945,7.1700029373168945,1.0,6-8,4.9356,1.4559,5.9962,1.1499,5.3007,1.2621,5.2088,1.2629,7.2818,0.9529,8.8226,1.1176,14.4503,1.3945,0.0657,0.0621,1.4000,0.1506,0.6241,7,1,10.36,7.89
GOODS-S,125452,53.15734,-27.781538,6.220000267028809,6.220000267028809,6.2084245681762695,0.9527632594108582,6-8,4.3525,2.0033,7.2366,1.7355,7.4155,1.8404,5.1072,1.6381,7.0652,1.2598,7.6646,1.2646,4.3911,1.5090,0.1114,0.0906,1.4000,0.2391,0.4021,7,1,2.91,6.06
GOODS-S,125487,53.17507,-27.781551,7.309999942779541,7.309999942779541,7.307215690612793,0.999999463558197,6-8,2.1818,2.1555,4.0297,1.8493,2.5672,2.0792,0.9876,1.7845,3.9721,1.4737,-0.2644,1.7041,3.7469,1.9553,0.0904,0.0732,1.4000,0.1936,0.4527,7,1,1.92,-0.16
GOODS-S,125493,53.12823,-27.781525,7.019999980926514,7.019999980926514,7.020301818847656,1.0,6-8,2.5341,2.0510,8.7765,1.8326,8.9167,1.9175,6.0792,1.5929,6.1051,1.0044,7.9831,1.1959,8.9287,1.5472,0.0792,0.0637,1.4000,0.1693,0.6181,7,1,5.77,6.68
GOODS-S,125513,53.212006,-27.781473,6.220000267028809,6.220000267028809,6.215703964233398,0.9999892711639404,6-8,2.9910,3.1947,7.5592,2.0799,2.2877,2.3446,5.4040,2.2237,7.3905,1.4041,11.5554,1.3190,6.0641,1.9466,0.0783,0.0700,1.4000,0.1749,0.6067,7,1,3.12,8.76
GOODS-S,125754,53.15383,-27.78109,7.429999828338623,7.429999828338623,7.426796913146973,1.0000001192092896,6-8,3.0861,1.8508,10.6195,2.0305,7.1697,1.7502,5.7848,1.8256,6.1501,1.2975,6.3366,1.3946,7.5455,1.7758,0.0973,0.0755,1.4000,0.2051,0.5794,7,1,4.25,4.54
GOODS-S,125802,53.163315,-27.781061,6.639999866485596,6.639999866485596,6.641425609588623,0.9930911064147949,6-8,-1.0431,1.3156,3.7865,1.9889,2.2472,1.4958,0.4330,1.1643,0.7735,0.9757,3.9154,1.1152,3.1918,1.2527,0.0639,0.0572,1.4000,0.1429,0.5288,7,1,2.55,3.51
GOODS-S,125827,53.15603,-27.780981,6.510000228881836,6.510000228881836,6.50698709487915,0.9999999403953552,6-8,11.8656,1.6524,28.1470,1.3409,25.4807,1.4628,22.6033,1.3750,25.6700,1.0063,35.0803,1.0000,26.5669,1.2959,0.0891,0.0748,1.4000,0.1937,0.7095,7,1,20.50,35.08
GOODS-S,125865,53.192383,-27.78095,6.610000133514404,6.610000133514404,6.61042594909668,0.9972668290138245,6-8,-1.7798,2.0545,4.7851,1.6430,3.6830,1.5657,3.6149,1.3558,2.5826,0.8516,3.2547,0.9736,4.2128,1.1632,0.0742,0.0684,1.4000,0.1681,0.5119,7,1,3.62,3.34
GOODS-S,125892,53.182487,-27.780916,6.730000019073486,6.730000019073486,6.729134559631348,0.9999998807907104,6-8,6.4255,1.6194,7.6801,1.2552,5.8770,1.3782,4.3598,1.3612,4.5022,1.0578,8.5689,1.1250,2.6427,1.5212,0.0736,0.0695,1.4000,0.1686,0.5851,7,1,1.74,7.62
GOODS-S,125903,53.119343,-27.780918,7.25,7.25,7.246801853179932,1.0,6-8,5.2843,3.8639,22.2690,3.0718,23.2411,2.8626,16.3342,2.5354,19.0037,1.8561,19.8555,1.6433,28.9487,2.5349,0.0895,0.0769,1.4000,0.1965,0.6269,7,1,11.42,12.08
GOODS-S,125965,53.211926,-27.780745,6.180000305175781,6.180000305175781,6.18057918548584,0.9995946884155273,6-8,7.1545,2.4819,14.1938,1.9316,11.0563,2.3017,9.4789,2.2458,16.0938,1.3813,24.1592,1.2720,17.9754,1.7931,0.0788,0.0717,1.4000,0.1774,0.6389,7,1,10.02,18.99
GOODS-S,125989,53.1323,-27.780767,6.470000267028809,6.470000267028809,6.453890800476074,1.0,6-8,5.7888,2.0715,17.9075,2.0482,14.5371,2.3726,10.4808,1.8388,9.3575,1.0730,15.6545,1.0176,8.9885,1.3698,0.0676,0.0633,1.4000,0.1542,0.5801,7,1,6.56,15.38
GOODS-S,125999,53.141766,-27.780752,6.670000076293945,6.670000076293945,6.667357444763184,1.0000001192092896,6-8,5.0846,3.8450,13.0951,3.2710,6.8234,3.6282,7.5078,3.4750,9.7057,1.3709,19.2300,1.4807,11.2466,1.9179,0.0989,0.0716,1.4000,0.2034,0.5855,7,1,5.86,12.99
GOODS-S,126032,53.19495,-27.780676,8.710000038146973,8.710000038146973,8.710287094116211,0.9999999403953552,8-10,-2.2270,1.2130,4.2044,0.9704,6.0439,1.0647,7.3409,0.9840,6.8705,0.5961,4.8688,0.6285,9.1216,0.7658,0.0626,0.0607,1.4000,0.1452,0.6632,7,1,11.91,7.75
GOODS-S,126047,53.154297,-27.780693,7.150000095367432,7.150000095367432,7.1444315910339355,0.9704331755638123,6-8,1.8364,1.3071,3.7688,1.2610,4.0119,1.0506,3.4313,1.0896,3.0370,0.7709,3.4941,0.8090,5.9796,1.1536,0.0731,0.0634,1.4000,0.1612,0.5665,7,1,5.18,4.32
GOODS-S,126118,53.1695,-27.78058,6.840000152587891,6.840000152587891,6.8385233879089355,1.0,6-8,2.4472,1.5274,3.9475,1.2083,6.7266,1.3576,3.9322,1.2102,6.1601,1.0479,6.3691,1.0200,5.9330,1.1727,0.0721,0.0687,1.4000,0.1658,0.6181,7,1,5.06,6.24
GOODS-S,126198,53.1646,-27.78047,6.240000247955322,6.240000247955322,6.236527919769287,0.9839907288551331,6-8,7.7009,2.6638,10.4350,4.3800,3.5811,3.1440,5.3316,2.3953,2.8902,2.0238,6.0209,2.2993,6.2380,2.3982,0.1092,0.0727,1.4000,0.2185,0.4096,7,1,2.60,2.62
GOODS-S,126205,53.162987,-27.780437,7.309999942779541,7.309999942779541,7.305153846740723,1.0000001192092896,6-8,0.5423,1.5317,2.7441,2.0933,5.8045,1.6377,6.8005,1.3343,6.4986,1.1391,5.8206,1.2413,8.0971,1.3114,0.0693,0.0665,1.4000,0.1598,0.5773,7,1,6.17,4.69
GOODS-S,126216,53.144043,-27.780437,7.059999942779541,7.059999942779541,7.055672645568848,1.0,6-8,6.8803,3.9665,10.6990,3.2808,9.1427,3.3811,5.7899,3.1110,6.0066,1.4695,5.1483,1.7392,6.8849,1.9742,0.0936,0.0734,1.4000,0.1980,0.5202,7,1,3.49,2.96
GOODS-S,126225,53.135925,-27.780426,9.489999771118164,9.489999771118164,9.485420227050781,0.9999966025352478,8-10,-3.4324,1.6483,0.3536,1.1461,6.1768,1.3779,6.0126,1.2694,2.7864,0.9006,4.0958,0.9530,4.9928,1.1476,0.0688,0.0598,1.4000,0.1518,0.5221,7,1,4.35,4.30
GOODS-S,126393,53.15111,-27.78019,6.950000286102295,6.950000286102295,6.950377464294434,0.9999529123306274,6-8,-2.6955,2.2491,3.7079,1.6086,4.5395,1.7660,3.7776,1.8673,2.5484,1.2991,4.1323,1.3113,1.2195,1.6260,0.0960,0.0781,1.4000,0.2061,0.4710,7,1,0.75,3.15
GOODS-S,126424,53.177273,-27.780107,6.559999942779541,6.559999942779541,6.557686805725098,0.9972264170646667,6-8,0.7853,2.1590,7.3543,1.6550,4.2671,1.8426,2.3655,1.7462,4.0882,1.4727,7.9864,1.7795,3.0695,1.8744,0.0930,0.0735,1.4000,0.1974,0.5368,7,1,1.64,4.49
GOODS-S,126427,53.122284,-27.780115,6.150000095367432,6.150000095367432,6.1527099609375,0.9963657259941101,6-8,3.3493,3.7609,3.1969,3.6021,5.0964,3.1921,1.1290,2.3119,9.6860,1.8238,9.7788,1.6426,7.9568,2.0384,0.1071,0.0717,1.4000,0.2147,0.5568,7,1,3.90,5.95
GOODS-S,126594,53.1443,-27.779856,7.980000019073486,7.980000019073486,7.984115123748779,1.0,6-8,-2.4832,2.8304,3.7555,2.0193,10.9505,2.1590,7.3283,2.1184,10.9482,0.9864,15.6283,1.2032,40.9121,1.4418,0.0697,0.0694,1.4000,0.1638,0.6569,7,1,28.38,12.99
GOODS-S,126664,53.19175,-27.779745,6.950000286102295,6.950000286102295,6.952938556671143,0.9993696808815002,6-8,0.1188,1.8974,5.6374,1.6614,2.9062,1.6727,2.0184,1.3817,3.3408,0.7898,3.7270,0.8727,1.8546,1.0830,0.0745,0.0714,1.4000,0.1718,0.5035,7,1,1.71,4.27
GOODS-S,126730,53.183834,-27.779634,6.570000171661377,6.570000171661377,6.565585613250732,0.9999491572380066,6-8,1.1651,1.9536,9.1887,1.6235,3.2136,1.7400,5.4120,1.6565,6.2612,1.3122,7.0660,1.2799,5.5281,1.6504,0.0866,0.0723,1.4000,0.1878,0.5782,7,1,3.35,5.52
