field,ID,RA,DEC,z_peak,z_a,z_ml,Prob_gt_6,bin_z,F090W_flux,F090W_err,F115W_flux,F115W_err,F150W_flux,F150W_err,F200W_flux,F200W_err,F277W_flux,F277W_err,F356W_flux,F356W_err,F444W_flux,F444W_err,A_arcsec,B_arcsec,R_KRON_U,FWHM_arcsec,GINI,clean_phot_bands,size_usable,F444W_SNR,F356W_SNR
GOODS-S,444892,53.25046,-27.825104,8.819999694824219,8.819999694824219,8.817644119262695,1.0,8-10,nan,nan,1.5496,1.2411,6.6392,1.1886,8.9211,1.2095,5.1285,0.7376,4.6213,0.8701,6.8071,0.9277,0.0719,0.0644,1.4000,0.1607,0.5853,6,1,7.34,5.31
GOODS-S,444925,53.24166,-27.796871,9.100000381469727,9.100000381469727,9.091536521911621,0.956016480922699,8-10,nan,nan,9.4602,2.3225,8.3288,2.5603,11.5743,3.3537,7.5946,1.9680,8.3309,2.4184,11.4953,1.7564,0.1136,0.0966,1.4000,0.2483,0.5276,6,1,6.54,3.44
GOODS-S,444984,52.98581,-27.834314,7.490000247955322,7.490000247955322,7.494295120239258,1.000000238418579,6-8,0.3538,3.6197,61.6620,3.7376,67.2134,4.0629,59.1458,3.8492,71.9988,2.4119,74.8160,2.3204,99.7880,2.7532,0.1067,0.0879,1.4000,0.2301,0.7144,7,1,36.24,32.24
GOODS-S,445084,53.058018,-27.997309,6.690000057220459,6.690000057220459,6.691567420959473,0.9649783968925476,6-8,nan,nan,116.7773,12.4572,158.3984,13.0565,147.9915,10.5081,237.9720,7.1202,480.1089,6.6607,262.4955,7.3290,0.1344,0.1137,1.4000,0.2931,0.7094,6,1,35.82,72.08
GOODS-S,445148,53.195866,-27.840136,7.25,7.25,7.251640796661377,1.0000001192092896,6-8,5.2623,6.8851,32.3255,4.8296,41.8875,5.0832,33.2167,4.1529,35.0368,4.0128,31.7192,3.1659,54.5721,5.4457,0.0781,0.0740,1.4000,0.1792,0.5886,7,1,10.02,10.02
GOODS-S,445214,53.001793,-27.873695,6.599999904632568,6.599999904632568,6.601255416870117,1.0,6-8,70.4905,5.1456,169.6642,6.7597,192.3238,5.5889,172.3977,7.0866,207.6337,3.4584,396.3119,3.5722,249.2699,6.4508,0.0977,0.0879,1.4000,0.2188,0.7515,7,1,38.64,110.94
GOODS-S,445321,53.11762,-27.808409,7.059999942779541,7.059999942779541,7.0559515953063965,0.9998032450675964,6-8,1.5872,3.0082,2.6327,2.4683,5.5270,2.5915,2.7542,2.4159,3.7265,1.7928,4.1271,1.8243,5.8564,2.4207,0.1171,0.0819,1.4000,0.2379,0.5424,7,1,2.42,2.26
GOODS-S,445335,53.143997,-27.753548,7.269999980926514,7.269999980926514,7.266302108764648,1.0,6-8,3.0899,1.2980,6.8309,1.0533,5.4646,1.1515,4.4885,1.2287,7.0910,0.7999,6.6086,0.7554,12.0684,1.0439,0.0774,0.0750,1.4000,0.1795,0.6705,7,1,11.56,8.75
GOODS-S,445352,53.25952,-27.813812,7.590000152587891,7.590000152587891,7.578299045562744,0.9619238376617432,6-8,nan,nan,16.9396,2.5520,17.5722,3.8905,17.6074,2.5130,15.5782,1.3478,17.5634,1.6302,18.1510,1.6261,0.1164,0.0796,1.4000,0.2349,0.6147,6,1,11.16,10.77
GOODS-S,445512,53.321835,-27.864393,8.470000267028809,8.470000267028809,8.465051651000977,0.9548671245574951,8-10,nan,nan,19.3987,3.4201,35.9901,3.5860,36.4600,2.3570,33.3139,2.5129,28.8661,2.4156,26.0583,2.2952,0.1470,0.0864,1.4000,0.2839,0.5873,6,1,11.35,11.95
GOODS-S,445542,53.250805,-27.839945,7.039999961853027,7.039999961853027,7.043154716491699,0.9999998807907104,6-8,nan,nan,29.6779,1.7154,30.7511,1.8063,28.8086,1.0484,31.4112,0.9392,40.6018,1.0142,59.1065,0.7924,0.0782,0.0781,1.4000,0.1841,0.7699,6,1,74.60,40.03
GOODS-S,445543,53.250755,-27.83988,7.659999847412109,7.659999847412109,7.602291107177734,0.9999998211860657,6-8,nan,nan,9.1679,1.6981,11.5317,1.7858,9.4366,1.0451,8.1967,0.9323,11.1316,1.0188,12.7149,0.8014,0.0777,0.0710,1.4000,0.1753,0.6489,6,1,15.87,10.93
GOODS-S,445544,53.250866,-27.840162,6.990000247955322,6.990000247955322,6.9842119216918945,0.9956070184707642,6-8,nan,nan,9.1663,2.8515,14.2560,3.0393,11.0629,1.8190,14.3378,1.6346,16.7235,1.6876,17.9922,1.2906,0.1158,0.0799,1.4000,0.2342,0.5502,6,1,13.94,9.91
GOODS-S,445570,53.193184,-27.756996,6.130000114440918,6.130000114440918,6.13038444519043,0.9999532103538513,6-8,12.2672,1.7746,12.4860,1.3741,12.5986,1.3128,8.6724,1.4257,10.0014,0.9932,14.9042,1.1393,11.8108,1.3511,0.0705,0.0657,1.4000,0.1605,0.6288,7,1,8.74,13.08
GOODS-S,445611,53.084084,-27.819227,7.070000171661377,7.070000171661377,7.066806316375732,0.999565064907074,6-8,-4.6268,3.3145,13.4952,3.2466,12.7153,3.6386,13.1739,3.0095,5.0545,2.7371,8.3997,2.3004,11.6960,2.6788,0.1050,0.0877,1.4000,0.2278,0.6666,7,1,4.37,3.65
GOODS-S,445621,53.150707,-27.942396,6.480000019073486,6.480000019073486,6.477426052093506,0.9908697605133057,6-8,nan,nan,57.5989,3.3001,70.4016,5.6695,80.0153,6.6466,126.0492,3.3388,181.6993,2.6023,183.8997,2.7069,0.1110,0.0915,1.4000,0.2396,0.7603,6,1,67.94,69.82
GOODS-S,445632,53.118587,-27.864613,6.450000286102295,6.450000286102295,6.44919490814209,0.9999971389770508,6-8,6.0667,4.4220,5.6346,4.0966,11.7974,2.6877,10.6358,4.0418,5.9704,3.3958,14.6691,2.5983,10.0571,2.8881,0.0979,0.0815,1.4000,0.2122,0.6210,7,1,3.48,5.65
GOODS-S,445680,53.249046,-27.81557,9.460000038146973,9.460000038146973,9.45956039428711,1.0,8-10,nan,nan,4.5201,2.5428,62.2063,2.4478,62.4696,2.0374,56.7437,1.1730,67.1745,1.3899,70.1126,1.6761,0.0873,0.0756,1.4584,0.1924,0.7355,6,1,41.83,48.33
GOODS-S,445788,52.928467,-27.8142,9.289999961853027,9.289999961853027,9.292301177978516,0.9957766532897949,8-10,-0.3579,4.7072,5.4578,4.4834,15.5771,3.3880,19.3578,4.3125,12.9499,2.6907,14.5057,2.4378,13.8431,3.1926,0.0989,0.0707,1.4000,0.2024,0.5123,7,1,4.34,5.95
GOODS-S,445804,52.966923,-27.795126,7.470000267028809,7.470000267028809,7.469615459442139,1.0000001192092896,6-8,1.5326,3.0368,47.8209,3.1131,44.4048,3.1647,49.5541,2.9344,35.0284,1.9414,37.6932,2.1820,58.6153,2.4400,0.1033,0.0792,1.4000,0.2167,0.7143,7,1,24.02,17.27
GOODS-S,445890,53.036728,-27.834093,6.039999961853027,6.039999961853027,6.043699741363525,0.8384652137756348,6-8,14.5819,2.8214,28.1945,2.7215,34.8428,3.1431,36.3829,4.4338,71.5720,3.9656,83.5783,3.2685,84.7618,2.9878,0.1091,0.0989,1.4000,0.2452,0.7356,7,1,28.37,25.57
GOODS-S,445952,52.977173,-27.844786,6.539999961853027,6.539999961853027,6.542527198791504,1.0,6-8,3.9545,2.9785,13.2476,3.0560,14.5053,2.7913,13.5151,3.5178,17.9872,2.2365,26.1771,2.1007,16.5942,2.4454,0.0890,0.0831,1.4000,0.2028,0.6108,7,1,6.79,12.46
GOODS-S,445975,53.200905,-27.727032,6.680000305175781,6.680000305175781,6.683444023132324,0.9997431039810181,6-8,46.4258,8.0745,29.9776,6.8517,33.3950,8.1369,43.0956,6.4927,31.1884,4.9244,60.0706,4.4644,32.2548,4.7568,0.0825,0.0762,1.4000,0.1870,0.6104,7,1,6.78,13.46
GOODS-S,445988,53.207825,-27.804985,8.130000114440918,8.130000114440918,8.115778923034668,0.9776335954666138,8-10,2.5720,4.9105,9.3408,5.2335,9.7936,4.4146,8.7395,8.6955,11.3529,8.0367,10.3798,2.7882,9.8290,3.6344,0.0904,0.0719,1.4000,0.1924,0.5257,7,1,2.70,3.72
GOODS-S,446077,52.99868,-27.747866,9.289999961853027,9.289999961853027,9.28421401977539,0.9999643564224243,8-10,-0.0442,3.1781,3.6623,2.7258,16.4904,2.5977,15.4760,2.1197,13.2258,2.1091,17.6951,1.8771,16.8699,1.9227,0.0942,0.0731,1.4000,0.1986,0.5670,7,1,8.77,9.43
GOODS-S,446159,53.323742,-27.867308,6.680000305175781,6.680000305175781,6.682110786437988,0.9045276641845703,6-8,nan,nan,34.5112,1.9959,29.2633,2.2733,25.5578,1.6830,31.7607,1.4519,61.3481,1.6104,40.2842,1.9699,0.0983,0.0819,1.4000,0.2131,0.7437,6,1,20.45,38.09
GOODS-S,446315,53.077198,-27.87574,8.020000457763672,8.020000457763672,8.015058517456055,0.9999998807907104,8-10,1.8082,1.4447,11.9704,1.4792,10.2305,1.3712,8.9172,1.2913,7.2757,0.9306,9.2078,0.9703,9.8737,1.1420,0.0756,0.0714,1.4000,0.1733,0.6644,7,1,8.65,9.49
GOODS-S,446322,53.166847,-27.934402,6.519999980926514,6.519999980926514,6.521615982055664,0.998060405254364,6-8,nan,nan,11.9412,4.6352,10.8859,7.3234,12.1401,5.6639,9.6855,2.3313,25.7820,2.5572,11.8359,2.9852,0.1091,0.0689,1.4000,0.2149,0.5878,6,1,3.96,10.08
GOODS-S,446333,53.195404,-27.835428,7.289999961853027,7.289999961853027,7.287106037139893,1.0,6-8,6.4730,4.7619,46.9201,3.4088,52.1141,3.7186,48.5660,3.1099,66.5140,2.4243,78.2338,2.2303,247.0850,3.1200,0.0847,0.0807,1.4000,0.1948,0.7551,7,1,79.19,35.08
GOODS-S,446357,53.179646,-27.681433,6.960000038146973,6.960000038146973,6.958263397216797,0.9999998211860657,6-8,16.4059,10.8142,122.1273,11.1750,158.3087,13.4374,144.6593,9.6896,177.9851,8.6909,311.5497,7.6751,251.5173,8.4694,0.1295,0.0894,1.4000,0.2620,0.6778,7,1,29.70,40.59
GOODS-S,446420,53.016834,-27.812994,6.53000020980835,6.53000020980835,6.528831481933594,0.9999999403953552,6-8,17.7111,1.4354,40.5592,1.3745,33.3216,1.4386,29.7141,1.1563,28.9906,0.9996,46.3895,0.8266,31.0996,1.0948,0.0825,0.0785,1.4000,0.1897,0.7631,7,1,28.41,56.12
GOODS-S,446475,53.021378,-27.817083,8.359999656677246,8.359999656677246,8.355074882507324,0.9984633326530457,8-10,0.0444,1.3113,3.3922,1.2783,2.0225,1.5308,1.0955,1.4779,0.5027,1.1706,2.1723,1.0615,1.1054,1.3718,0.0921,0.0603,1.4000,0.1834,0.4920,7,1,0.81,2.05
GOODS-S,446519,53.00817,-27.735281,6.099999904632568,6.099999904632568,6.096973419189453,0.9006003737449646,6-8,1.2294,nan,33.5160,12.1180,15.1045,8.0600,26.6127,3.8752,48.1477,5.8952,76.2292,5.7331,53.2333,3.3143,0.0988,0.0909,1.4000,0.2235,0.6700,6,1,16.06,13.30
GOODS-S,446785,53.06225,-27.759827,7.369999885559082,7.369999885559082,7.3107380867004395,0.9877414107322693,6-8,3.4620,3.6656,7.2995,2.4093,5.7166,2.2479,10.7071,2.7396,9.2380,1.5995,9.2391,1.5122,17.6333,2.3570,0.0751,0.0696,1.4000,0.1705,0.5183,7,1,7.48,6.11
GOODS-S,446850,53.036903,-27.826084,6.980000019073486,6.980000019073486,6.982906818389893,1.0000001192092896,6-8,11.9979,2.5106,41.9571,2.1447,43.2650,2.2883,40.1012,1.6749,42.0828,1.9827,57.6878,1.7028,55.7354,2.0606,0.1091,0.0739,1.4000,0.2194,0.6908,7,1,27.05,33.88
GOODS-S,446851,53.03713,-27.82607,6.960000038146973,6.960000038146973,6.956410884857178,0.9999999403953552,6-8,2.0903,1.6624,7.3809,1.4053,8.9894,1.4706,6.8845,1.0597,11.4821,1.2994,19.8863,1.0958,17.6078,1.3902,0.0769,0.0716,1.4000,0.1749,0.6149,7,1,12.67,18.15
GOODS-S,446940,53.270943,-27.842552,6.559999942779541,6.559999942779541,6.553644180297852,0.9629765152931213,6-8,nan,nan,4.0554,2.3478,2.0773,2.4421,2.8440,1.2811,3.1900,1.2261,3.5376,1.0784,3.6327,0.8695,0.0955,0.0653,1.4000,0.1926,0.7091,6,1,4.18,3.28
GOODS-S,447100,53.155716,-27.817322,6.619999885559082,6.619999885559082,6.616639614105225,0.9980795979499817,6-8,2.4161,1.9832,9.2469,1.5664,6.7946,1.6582,5.7942,1.6328,7.6861,0.7968,9.9119,0.9359,7.3765,1.1815,0.0856,0.0718,1.4000,0.1860,0.6622,7,1,6.24,10.59
GOODS-S,447272,53.243412,-27.821594,8.880000114440918,8.880000114440918,8.874529838562012,0.9996811151504517,8-10,nan,nan,2.6376,1.2433,3.9504,2.3790,3.2563,2.7053,3.5586,0.7787,4.4425,0.8916,6.3519,0.9776,0.0804,0.0756,1.4000,0.1837,0.5029,6,1,6.50,4.98
GOODS-S,447314,53.156948,-27.930748,6.590000152587891,6.590000152587891,6.586841583251953,1.0000001192092896,6-8,nan,nan,18.8378,1.8120,-4.3833,nan,-3.8684,nan,25.3121,1.6634,51.6353,1.5730,22.7921,2.0094,0.0808,0.0738,1.4000,0.1823,0.7087,4,1,11.34,32.83
GOODS-S,447383,53.26413,-27.850168,8.569999694824219,8.569999694824219,8.571285247802734,0.9999999403953552,8-10,nan,nan,10.9465,2.0624,20.3486,1.2351,15.7454,0.9297,12.7146,1.4788,14.2752,0.8503,19.4000,0.8399,0.0860,0.0774,1.4000,0.1926,0.6679,6,1,23.10,16.79
GOODS-S,447470,52.947235,-27.82707,6.550000190734863,6.550000190734863,6.545419216156006,1.0,6-8,31.6047,4.9272,42.4933,4.2908,39.0522,3.4217,47.1268,4.0773,33.7798,2.2136,50.6134,2.2289,40.5441,2.4162,0.1185,0.0772,1.4000,0.2354,0.7074,7,1,16.78,22.71
GOODS-S,447471,52.94718,-27.827206,6.579999923706055,6.579999923706055,6.580552101135254,1.0,6-8,19.8757,4.3105,48.2242,3.8732,46.9432,3.0443,43.0732,3.6957,45.4053,1.9853,67.8699,1.9768,56.3100,2.1752,0.1078,0.0793,1.4000,0.2228,0.6942,7,1,25.89,34.33
GOODS-S,447472,52.947224,-27.827135,6.470000267028809,6.470000267028809,6.470880508422852,1.0,6-8,6.1925,3.9070,16.2071,3.4434,13.3899,2.7053,11.8733,3.2733,10.8760,1.7660,20.9785,1.7551,12.3815,1.9991,0.0971,0.0698,1.4000,0.1991,0.8076,7,1,6.19,11.95
GOODS-S,447564,53.066963,-27.780079,6.659999847412109,6.659999847412109,6.655133247375488,0.9977667331695557,6-8,-0.2384,4.3882,12.1768,2.4362,7.9675,1.9779,6.2993,2.8834,14.1342,1.3893,24.9334,1.2642,13.0868,2.2630,0.0850,0.0713,1.4000,0.1847,0.7404,7,1,5.78,19.72
GOODS-S,447664,53.292477,-27.871178,10.989999771118164,10.989999771118164,10.96501350402832,1.0000001192092896,10-15,nan,nan,0.5723,1.7831,13.5036,1.3346,19.3152,0.8802,15.2582,0.9810,15.5764,0.9515,15.9874,0.9416,0.0717,0.0681,1.4000,0.1647,0.7001,6,1,16.98,16.37
GOODS-S,447711,53.06132,-27.743967,6.590000152587891,6.590000152587891,6.586184978485107,1.0000001192092896,6-8,5.9291,2.5799,17.2938,2.0829,21.6669,1.8676,18.0844,2.3221,27.1710,1.6223,48.8354,1.7361,35.6756,2.1782,0.0982,0.0817,1.4000,0.2128,0.6691,7,1,16.38,28.13
GOODS-S,447769,52.994785,-27.788692,7.5,7.5,7.500999927520752,1.0,6-8,3.2170,3.8587,23.9329,5.0758,21.9069,4.2729,17.0314,2.8942,15.5773,1.6893,18.4083,1.5224,30.2686,1.6133,0.1085,0.0746,1.4000,0.2193,0.6408,7,1,18.76,12.09
GOODS-S,447820,52.975132,-27.843842,7.490000247955322,7.490000247955322,7.485701560974121,0.9999998807907104,6-8,-5.5663,5.1207,105.0704,6.4578,115.4363,3.4178,109.9748,4.9981,112.7457,2.9175,114.5695,2.3592,208.3927,3.3032,0.1028,0.0835,1.4000,0.2205,0.7087,7,1,63.09,48.56
GOODS-S,447823,53.096077,-27.780396,6.570000171661377,6.570000171661377,6.568561553955078,0.9999997615814209,6-8,9.4645,8.0496,9.0909,5.7805,7.5539,6.6278,10.1352,6.9728,15.2959,2.0955,31.6920,1.5380,18.2786,3.4677,0.1003,0.0780,1.4000,0.2115,0.6714,7,1,5.27,20.61
GOODS-S,447824,53.095955,-27.780396,6.450000286102295,6.450000286102295,6.445232391357422,0.9997546076774597,6-8,-1.0109,5.1961,8.0793,3.4093,6.8503,3.6682,5.3978,4.4209,7.9013,1.3084,14.3102,1.0201,5.5882,2.4770,0.0715,0.0675,1.4000,0.1637,0.5509,7,1,2.26,14.03
GOODS-S,447848,52.961758,-27.823732,9.039999961853027,9.039999961853027,9.035740852355957,0.9999537467956543,8-10,-7.4173,10.6933,-0.6310,10.3365,24.4966,8.5764,24.2998,10.1259,22.3875,8.8284,20.4681,7.7209,19.1822,7.5498,0.2132,0.0772,1.4000,0.3776,0.5956,7,1,2.54,2.65
GOODS-S,447883,53.00888,-27.863642,6.170000076293945,6.170000076293945,6.118379592895508,0.8862157464027405,6-8,120.9428,6.1707,152.7689,6.4658,157.1390,6.9446,145.2506,15.1146,146.6803,4.0169,223.0781,3.9064,183.8072,13.7077,0.1190,0.0950,1.4000,0.2536,0.6315,7,1,13.41,57.11
GOODS-S,447963,53.00564,-27.72313,7.409999847412109,7.409999847412109,7.408025741577148,0.9999993443489075,6-8,-1.6575,3.4516,7.9571,3.2094,7.8109,3.1337,8.5987,3.1518,10.1143,2.1443,13.3739,2.2510,15.1141,2.7165,0.0839,0.0765,1.4000,0.1891,0.6019,7,1,5.56,5.94
GOODS-S,448132,53.231712,-27.82894,6.539999961853027,6.539999961853027,6.532480716705322,0.9998865723609924,6-8,nan,nan,25.1484,1.3655,24.1331,1.3928,20.0621,1.5085,26.9301,0.9275,33.3768,1.0176,31.5700,1.1090,0.0777,0.0716,1.4000,0.1760,0.7287,6,1,28.47,32.80
GOODS-S,448156,52.99211,-27.752909,7.409999847412109,7.409999847412109,7.412125587463379,1.0000001192092896,6-8,-2.0841,2.2341,16.8452,2.0329,14.8363,1.7772,13.5287,1.4794,12.6520,1.3915,11.3508,1.2116,19.9794,1.4792,0.0720,0.0707,1.4000,0.1680,0.7004,7,1,13.51,9.37
GOODS-S,448450,53.05892,-27.75464,6.619999885559082,6.619999885559082,6.619022846221924,0.9999994039535522,6-8,9.5568,4.3918,9.5530,4.3547,12.4625,4.1883,17.5905,4.4095,17.4275,2.4762,30.1981,2.5960,19.5699,2.8030,0.1079,0.0825,1.4000,0.2261,0.5971,7,1,6.98,11.63
GOODS-S,448451,52.982002,-27.834923,7.490000247955322,7.490000247955322,7.488221645355225,1.0,6-8,9.4857,2.9208,40.7364,3.0322,41.7631,2.8674,34.7356,3.0167,37.7453,2.5102,43.9348,2.3679,80.0117,3.3581,0.1157,0.0925,1.4000,0.2467,0.6998,7,1,23.83,18.55
GOODS-S,448527,53.06411,-27.870932,6.059999942779541,6.059999942779541,6.057828426361084,0.807561993598938,6-8,6.3693,3.4696,19.5054,3.9992,12.9329,2.8897,14.1760,3.4799,31.3516,2.4166,81.1064,1.8535,189.4528,2.2050,0.0723,0.0683,1.4000,0.1656,0.7631,7,1,85.92,43.76
GOODS-S,448558,53.22738,-27.82879,7.710000038146973,7.710000038146973,7.628682613372803,1.0,6-8,nan,nan,18.8680,1.8570,20.6329,2.2436,20.9084,1.8741,31.7451,1.3616,106.7914,1.4154,204.7662,1.2902,0.0755,0.0711,1.4000,0.1727,0.8115,6,1,158.71,75.45
GOODS-S,448559,53.227303,-27.828817,7.099999904632568,7.099999904632568,7.084283828735352,0.9999999403953552,6-8,nan,nan,9.2501,2.2591,7.4894,2.7608,7.4326,2.3026,8.5293,1.6722,9.4982,1.6960,18.3434,1.5067,0.0875,0.0749,1.4000,0.1918,0.6299,6,1,12.17,5.60
GOODS-S,448754,53.27737,-27.836575,7.789999961853027,7.789999961853027,7.66193962097168,0.937142014503479,6-8,nan,nan,36.9453,8.5745,37.7571,7.3638,0.1245,nan,36.4660,2.1076,nan,nan,76.6050,2.1954,0.0914,0.0781,1.4000,0.2002,0.6738,4,1,34.89,0.00
GOODS-S,448835,53.259655,-27.86552,6.25,6.25,6.252907752990723,0.9934624433517456,6-8,nan,nan,15.1546,1.3683,14.0823,1.5789,13.6910,1.1590,16.8562,1.2034,23.7049,0.9874,20.4752,1.0852,0.1042,0.0892,1.4000,0.2284,0.7572,6,1,18.87,24.01
GOODS-S,448836,53.25961,-27.865446,6.380000114440918,6.380000114440918,6.376698970794678,0.9884473085403442,6-8,nan,nan,6.3509,1.2992,8.1295,1.4870,6.9350,1.0981,9.9444,1.1266,13.1905,0.9269,11.0443,1.0337,0.0993,0.0826,1.4000,0.2151,0.6636,6,1,10.68,14.23
GOODS-S,448909,53.177425,-27.792248,7.190000057220459,7.190000057220459,7.188984394073486,0.9999854564666748,6-8,1.0225,1.8747,3.4798,1.5292,4.4980,1.5591,3.1452,1.5619,5.4943,1.1361,6.2966,1.3463,5.4500,1.5127,0.0946,0.0798,1.4000,0.2061,0.5967,7,1,3.60,4.68
GOODS-S,449033,53.17739,-27.837734,6.559999942779541,6.559999942779541,6.559378147125244,0.9998978972434998,6-8,5.4319,2.3311,3.6719,2.1989,6.2238,1.7340,5.2494,1.6005,8.0910,1.6487,10.2931,1.3244,6.3243,1.7932,0.0720,0.0665,1.4000,0.1632,0.5888,7,1,3.53,7.77
GOODS-S,449264,53.028225,-27.999771,6.690000057220459,6.690000057220459,6.685218811035156,0.9999332427978516,6-8,nan,nan,162.0120,13.1976,182.1816,10.0293,210.7134,11.2474,229.5973,7.2632,442.3833,7.6291,287.4024,7.7681,0.1018,0.0929,1.4000,0.2295,0.6902,6,1,37.00,57.99
GOODS-S,449389,53.27106,-27.8477,6.700000286102295,6.700000286102295,6.7005615234375,0.8825855255126953,6-8,nan,nan,1.8242,0.7004,2.5129,0.7341,3.1560,0.5704,2.2478,0.4681,3.8992,0.5442,3.1321,0.4848,0.0574,0.0563,1.4000,0.1338,0.5408,6,1,6.46,7.16
GOODS-S,449413,52.997643,-27.750189,7.019999980926514,7.019999980926514,7.017843246459961,0.9679074883460999,6-8,-0.0265,2.8347,-1.4911,3.5523,2.6721,2.9078,3.6454,3.0590,2.1210,1.9888,4.4455,1.7237,11.0467,2.1355,0.0900,0.0708,1.4000,0.1906,0.5975,7,1,5.17,2.58
GOODS-S,449414,52.9977,-27.750177,7.53000020980835,7.53000020980835,7.531068325042725,0.9979173541069031,6-8,-0.4234,4.0018,3.1197,5.1631,-1.4484,4.2653,-5.2635,4.5884,-0.1109,3.0082,1.2705,2.5572,6.2625,3.0599,0.1197,0.0678,1.4000,0.2291,0.4677,7,1,2.05,0.50
GOODS-S,449447,52.953243,-27.805824,7.480000019073486,7.480000019073486,7.481205940246582,1.0,6-8,-0.0867,2.9944,11.1577,3.1609,13.6786,2.5645,14.4815,3.5439,12.3927,2.1217,14.3290,1.6137,14.7315,2.4128,0.0858,0.0683,1.4000,0.1827,0.4933,7,1,6.11,8.88
GOODS-S,449461,53.00559,-27.819386,6.769999980926514,6.769999980926514,6.760152339935303,0.9228464961051941,6-8,2.0889,3.2322,3.3549,3.3762,4.9088,3.5955,3.1259,2.4967,3.9989,1.7742,5.2957,1.8746,4.0166,1.8123,0.1035,0.0714,1.4000,0.2093,0.6251,7,1,2.22,2.83
GOODS-S,449590,53.245102,-27.853886,6.700000286102295,6.700000286102295,6.693574905395508,0.9364293217658997,6-8,nan,nan,3.2457,1.1344,3.0257,1.0293,3.3147,0.7834,3.7405,0.6466,4.8962,0.5704,3.2589,0.6179,0.0779,0.0702,1.4000,0.1746,0.6125,6,1,5.27,8.58
GOODS-S,449647,53.145096,-27.895472,7.929999828338623,7.929999828338623,7.9318060874938965,0.9999999403953552,6-8,nan,nan,22.6883,1.9525,18.9415,2.5485,20.9028,3.0984,45.9777,2.0509,95.9063,1.8585,277.3230,2.1210,0.0791,0.0780,1.4000,0.1849,0.8247,6,1,130.75,51.60
GOODS-S,449648,53.145107,-27.895412,7.190000057220459,7.190000057220459,7.18487024307251,0.9069328308105469,6-8,nan,nan,4.8149,3.4639,8.2308,4.3076,1.5754,5.1326,5.3379,3.6376,10.5830,3.2957,25.8001,3.5725,0.1200,0.0648,1.4000,0.2271,0.5885,6,1,7.22,3.21
GOODS-S,449668,52.982525,-27.835289,7.470000267028809,7.470000267028809,7.473989963531494,1.0,6-8,1.6762,2.2977,132.3925,2.4279,141.3680,2.1730,123.8206,2.3765,134.0346,1.8338,121.9755,1.6570,250.9299,2.4311,0.0861,0.0851,1.4000,0.2016,0.7741,7,1,103.22,73.61
GOODS-S,449723,53.296734,-27.877842,8.289999961853027,8.289999961853027,8.278617858886719,0.9994892477989197,8-10,nan,nan,6.6398,3.5278,9.8494,1.5109,9.1652,1.1579,9.2433,1.2821,10.8358,1.1069,18.6175,1.1499,0.0885,0.0707,1.4000,0.1886,0.6010,6,1,16.19,9.79
GOODS-S,449742,52.994045,-27.839855,7.269999980926514,7.269999980926514,7.273606300354004,0.9999997615814209,6-8,0.8099,2.3736,9.4733,2.2764,14.5470,2.1214,18.4651,2.2952,15.1659,1.5732,15.4386,1.6097,24.5733,1.9123,0.0840,0.0761,1.4000,0.1887,0.6603,7,1,12.85,9.59
GOODS-S,449798,53.252903,-27.867094,11.350000381469727,11.350000381469727,11.339629173278809,0.9999845027923584,10-15,nan,nan,-0.4198,1.1631,2.4917,1.1625,3.5823,0.8593,3.5112,0.8426,2.9138,0.8278,3.6993,0.9867,0.0963,0.0644,1.4000,0.1929,0.4548,6,1,3.75,3.52
GOODS-S,449821,53.028473,-27.739594,6.639999866485596,6.639999866485596,6.639504432678223,1.0,6-8,49.3686,5.4051,93.9601,3.6860,93.3799,3.4262,82.7393,4.7201,96.6820,1.8797,159.7716,1.3929,86.7446,2.2576,0.0975,0.0914,1.4000,0.2226,0.7630,7,1,38.42,114.71
GOODS-S,449823,53.20316,-27.733818,6.240000247955322,6.240000247955322,6.233337879180908,0.9928746223449707,6-8,133.8764,10.9117,194.9546,10.6632,211.1249,11.9222,185.3257,10.0255,226.2495,8.1408,332.3722,7.4591,279.1778,8.6901,0.1426,0.1063,1.4000,0.2961,0.6905,7,1,32.13,44.56
GOODS-S,449844,53.244316,-27.842197,8.270000457763672,8.270000457763672,8.254898071289062,1.0,8-10,nan,nan,44.2549,1.8720,57.9657,1.6566,47.1837,1.1650,47.1746,1.0764,52.3968,0.9540,103.7802,0.9147,0.0931,0.0830,1.4000,0.2077,0.7910,6,1,113.46,54.92
GOODS-S,449963,53.186962,-27.804466,7.429999828338623,7.429999828338623,7.432831287384033,0.9999998807907104,6-8,2.5100,1.4698,4.3255,1.1740,5.7020,1.1756,4.1903,1.3458,3.8715,0.9713,3.1015,0.9007,5.2068,1.1081,0.0669,0.0583,1.4000,0.1478,0.5400,7,1,4.70,3.44
GOODS-S,449989,53.029537,-27.714449,6.849999904632568,6.849999904632568,6.852555751800537,1.0,6-8,37.3504,4.0888,131.2223,4.2059,133.0047,3.5415,137.4152,4.6869,154.4893,2.3610,266.0352,2.6910,148.5007,2.9006,0.1144,0.0920,1.4000,0.2444,0.7825,7,1,51.20,98.86
GOODS-S,450129,53.140194,-27.92312,6.579999923706055,6.579999923706055,6.580310344696045,0.9999974966049194,6-8,nan,nan,35.1514,3.7255,39.4080,4.3532,33.1730,4.9049,30.4779,2.2808,45.0340,2.0636,34.0464,2.4088,0.0884,0.0787,1.4000,0.1971,0.7553,6,1,14.13,21.82
